type;exec;direction;nb_clusters;size;time
Hello1
Masterbarrierwait
Slavebarrierwait
Slavebarrierwait
Masterbarrierend
Slavebarrierend
Slavebarrierend
AllSlavesArrived:0
AllSlavesArrived:1
Hello2
UsandoChannel!
channel;1;master-slave;2;1;50
channel;1;master-slave;2;2;42
channel;1;master-slave;2;4;35
channel;1;master-slave;2;8;33
channel;1;master-slave;2;16;34
channel;1;master-slave;2;32;36
channel;1;master-slave;2;64;33
channel;1;master-slave;2;128;35
channel;1;master-slave;2;256;36
channel;1;master-slave;2;512;42
channel;1;master-slave;2;1024;51
channel;1;master-slave;2;2048;69
channel;1;master-slave;2;4096;106
channel;1;master-slave;2;8192;180
channel;1;master-slave;2;16384;333
channel;1;master-slave;2;32768;624
channel;1;master-slave;2;65536;1220
channel;1;master-slave;2;131072;2417
channel;1;master-slave;2;262144;4789
channel;1;master-slave;2;524288;9552
channel;1;master-slave;2;1048576;19060
channel;1;slave-master;2;1;106
channel;1;slave-master;2;2;93
channel;1;slave-master;2;4;90
channel;1;slave-master;2;8;77
channel;1;slave-master;2;16;77
channel;1;slave-master;2;32;89
channel;1;slave-master;2;64;89
channel;1;slave-master;2;128;94
channel;1;slave-master;2;256;88
channel;1;slave-master;2;512;98
channel;1;slave-master;2;1024;99
channel;1;slave-master;2;2048;99
channel;1;slave-master;2;4096;140
channel;1;slave-master;2;8192;147
channel;1;slave-master;2;16384;188
channel;1;slave-master;2;32768;309
channel;1;slave-master;2;65536;504
channel;1;slave-master;2;131072;903
channel;1;slave-master;2;262144;1702
channel;1;slave-master;2;524288;3298
channel;1;slave-master;2;1048576;6504
UsandoChannel!
channel;2;master-slave;2;1;40
channel;2;master-slave;2;2;34
channel;2;master-slave;2;4;35
channel;2;master-slave;2;8;32
channel;2;master-slave;2;16;34
channel;2;master-slave;2;32;35
channel;2;master-slave;2;64;38
channel;2;master-slave;2;128;35
channel;2;master-slave;2;256;37
channel;2;master-slave;2;512;42
channel;2;master-slave;2;1024;50
channel;2;master-slave;2;2048;70
channel;2;master-slave;2;4096;106
channel;2;master-slave;2;8192;180
channel;2;master-slave;2;16384;328
channel;2;master-slave;2;32768;624
channel;2;master-slave;2;65536;1220
channel;2;master-slave;2;131072;2408
channel;2;master-slave;2;262144;4789
channel;2;master-slave;2;524288;9551
channel;2;master-slave;2;1048576;19061
channel;2;slave-master;2;1;104
channel;2;slave-master;2;2;77
channel;2;slave-master;2;4;77
channel;2;slave-master;2;8;88
channel;2;slave-master;2;16;78
channel;2;slave-master;2;32;76
channel;2;slave-master;2;64;99
channel;2;slave-master;2;128;99
channel;2;slave-master;2;256;100
channel;2;slave-master;2;512;99
channel;2;slave-master;2;1024;99
channel;2;slave-master;2;2048;100
channel;2;slave-master;2;4096;135
channel;2;slave-master;2;8192;147
channel;2;slave-master;2;16384;187
channel;2;slave-master;2;32768;303
channel;2;slave-master;2;65536;504
channel;2;slave-master;2;131072;902
channel;2;slave-master;2;262144;1702
channel;2;slave-master;2;524288;3299
channel;2;slave-master;2;1048576;6504
UsandoChannel!
channel;3;master-slave;2;1;37
channel;3;master-slave;2;2;36
channel;3;master-slave;2;4;34
channel;3;master-slave;2;8;33
channel;3;master-slave;2;16;34
channel;3;master-slave;2;32;35
channel;3;master-slave;2;64;35
channel;3;master-slave;2;128;35
channel;3;master-slave;2;256;38
channel;3;master-slave;2;512;42
channel;3;master-slave;2;1024;51
channel;3;master-slave;2;2048;69
channel;3;master-slave;2;4096;106
channel;3;master-slave;2;8192;181
channel;3;master-slave;2;16384;334
channel;3;master-slave;2;32768;638
channel;3;master-slave;2;65536;1225
channel;3;master-slave;2;131072;2414
channel;3;master-slave;2;262144;4794
channel;3;master-slave;2;524288;9551
channel;3;master-slave;2;1048576;19060
channel;3;slave-master;2;1;79
channel;3;slave-master;2;2;89
channel;3;slave-master;2;4;87
channel;3;slave-master;2;8;76
channel;3;slave-master;2;16;76
channel;3;slave-master;2;32;88
channel;3;slave-master;2;64;99
channel;3;slave-master;2;128;99
channel;3;slave-master;2;256;99
channel;3;slave-master;2;512;99
channel;3;slave-master;2;1024;99
channel;3;slave-master;2;2048;98
channel;3;slave-master;2;4096;137
channel;3;slave-master;2;8192;152
channel;3;slave-master;2;16384;188
channel;3;slave-master;2;32768;305
channel;3;slave-master;2;65536;503
channel;3;slave-master;2;131072;903
channel;3;slave-master;2;262144;1701
channel;3;slave-master;2;524288;3298
channel;3;slave-master;2;1048576;6503
UsandoChannel!
channel;4;master-slave;2;1;37
channel;4;master-slave;2;2;35
channel;4;master-slave;2;4;35
channel;4;master-slave;2;8;33
channel;4;master-slave;2;16;33
channel;4;master-slave;2;32;34
channel;4;master-slave;2;64;34
channel;4;master-slave;2;128;35
channel;4;master-slave;2;256;36
channel;4;master-slave;2;512;42
channel;4;master-slave;2;1024;51
channel;4;master-slave;2;2048;69
channel;4;master-slave;2;4096;111
channel;4;master-slave;2;8192;180
channel;4;master-slave;2;16384;328
channel;4;master-slave;2;32768;629
channel;4;master-slave;2;65536;1221
channel;4;master-slave;2;131072;2414
channel;4;master-slave;2;262144;4790
channel;4;master-slave;2;524288;9546
channel;4;master-slave;2;1048576;19065
channel;4;slave-master;2;1;103
channel;4;slave-master;2;2;77
channel;4;slave-master;2;4;82
channel;4;slave-master;2;8;98
channel;4;slave-master;2;16;87
channel;4;slave-master;2;32;88
channel;4;slave-master;2;64;89
channel;4;slave-master;2;128;88
channel;4;slave-master;2;256;99
channel;4;slave-master;2;512;99
channel;4;slave-master;2;1024;98
channel;4;slave-master;2;2048;100
channel;4;slave-master;2;4096;137
channel;4;slave-master;2;8192;152
channel;4;slave-master;2;16384;189
channel;4;slave-master;2;32768;304
channel;4;slave-master;2;65536;503
channel;4;slave-master;2;131072;903
channel;4;slave-master;2;262144;1702
channel;4;slave-master;2;524288;3299
channel;4;slave-master;2;1048576;6504
UsandoChannel!
channel;5;master-slave;2;1;36
channel;5;master-slave;2;2;34
channel;5;master-slave;2;4;34
channel;5;master-slave;2;8;33
channel;5;master-slave;2;16;34
channel;5;master-slave;2;32;34
channel;5;master-slave;2;64;33
channel;5;master-slave;2;128;35
channel;5;master-slave;2;256;36
channel;5;master-slave;2;512;42
channel;5;master-slave;2;1024;51
channel;5;master-slave;2;2048;74
channel;5;master-slave;2;4096;111
channel;5;master-slave;2;8192;180
channel;5;master-slave;2;16384;328
channel;5;master-slave;2;32768;629
channel;5;master-slave;2;65536;1220
channel;5;master-slave;2;131072;2408
channel;5;master-slave;2;262144;4794
channel;5;master-slave;2;524288;9547
channel;5;master-slave;2;1048576;19059
channel;5;slave-master;2;1;101
channel;5;slave-master;2;2;88
channel;5;slave-master;2;4;88
channel;5;slave-master;2;8;93
channel;5;slave-master;2;16;77
channel;5;slave-master;2;32;88
channel;5;slave-master;2;64;87
channel;5;slave-master;2;128;87
channel;5;slave-master;2;256;100
channel;5;slave-master;2;512;99
channel;5;slave-master;2;1024;100
channel;5;slave-master;2;2048;100
channel;5;slave-master;2;4096;135
channel;5;slave-master;2;8192;148
channel;5;slave-master;2;16384;188
channel;5;slave-master;2;32768;304
channel;5;slave-master;2;65536;504
channel;5;slave-master;2;131072;903
channel;5;slave-master;2;262144;1701
channel;5;slave-master;2;524288;3299
channel;5;slave-master;2;1048576;6505
UsandoChannel!
channel;6;master-slave;2;1;36
channel;6;master-slave;2;2;34
channel;6;master-slave;2;4;34
channel;6;master-slave;2;8;33
channel;6;master-slave;2;16;33
channel;6;master-slave;2;32;34
channel;6;master-slave;2;64;34
channel;6;master-slave;2;128;34
channel;6;master-slave;2;256;37
channel;6;master-slave;2;512;42
channel;6;master-slave;2;1024;51
channel;6;master-slave;2;2048;70
channel;6;master-slave;2;4096;107
channel;6;master-slave;2;8192;180
channel;6;master-slave;2;16384;333
channel;6;master-slave;2;32768;624
channel;6;master-slave;2;65536;1220
channel;6;master-slave;2;131072;2417
channel;6;master-slave;2;262144;4790
channel;6;master-slave;2;524288;9552
channel;6;master-slave;2;1048576;19059
channel;6;slave-master;2;1;103
channel;6;slave-master;2;2;76
channel;6;slave-master;2;4;77
channel;6;slave-master;2;8;76
channel;6;slave-master;2;16;89
channel;6;slave-master;2;32;87
channel;6;slave-master;2;64;99
channel;6;slave-master;2;128;103
channel;6;slave-master;2;256;104
channel;6;slave-master;2;512;99
channel;6;slave-master;2;1024;98
channel;6;slave-master;2;2048;99
channel;6;slave-master;2;4096;136
channel;6;slave-master;2;8192;148
channel;6;slave-master;2;16384;188
channel;6;slave-master;2;32768;303
channel;6;slave-master;2;65536;508
channel;6;slave-master;2;131072;903
channel;6;slave-master;2;262144;1706
channel;6;slave-master;2;524288;3304
channel;6;slave-master;2;1048576;6508
UsandoChannel!
channel;7;master-slave;2;1;35
channel;7;master-slave;2;2;35
channel;7;master-slave;2;4;34
channel;7;master-slave;2;8;33
channel;7;master-slave;2;16;33
channel;7;master-slave;2;32;35
channel;7;master-slave;2;64;34
channel;7;master-slave;2;128;34
channel;7;master-slave;2;256;37
channel;7;master-slave;2;512;42
channel;7;master-slave;2;1024;51
channel;7;master-slave;2;2048;69
channel;7;master-slave;2;4096;107
channel;7;master-slave;2;8192;185
channel;7;master-slave;2;16384;329
channel;7;master-slave;2;32768;629
channel;7;master-slave;2;65536;1229
channel;7;master-slave;2;131072;2413
channel;7;master-slave;2;262144;4785
channel;7;master-slave;2;524288;9552
channel;7;master-slave;2;1048576;19060
channel;7;slave-master;2;1;103
channel;7;slave-master;2;2;82
channel;7;slave-master;2;4;88
channel;7;slave-master;2;8;89
channel;7;slave-master;2;16;88
channel;7;slave-master;2;32;87
channel;7;slave-master;2;64;70
channel;7;slave-master;2;128;98
channel;7;slave-master;2;256;99
channel;7;slave-master;2;512;99
channel;7;slave-master;2;1024;99
channel;7;slave-master;2;2048;100
channel;7;slave-master;2;4096;136
channel;7;slave-master;2;8192;148
channel;7;slave-master;2;16384;192
channel;7;slave-master;2;32768;304
channel;7;slave-master;2;65536;503
channel;7;slave-master;2;131072;903
channel;7;slave-master;2;262144;1701
channel;7;slave-master;2;524288;3299
channel;7;slave-master;2;1048576;6504
UsandoChannel!
channel;8;master-slave;2;1;36
channel;8;master-slave;2;2;34
channel;8;master-slave;2;4;34
channel;8;master-slave;2;8;33
channel;8;master-slave;2;16;39
channel;8;master-slave;2;32;35
channel;8;master-slave;2;64;34
channel;8;master-slave;2;128;35
channel;8;master-slave;2;256;37
channel;8;master-slave;2;512;46
channel;8;master-slave;2;1024;51
channel;8;master-slave;2;2048;70
channel;8;master-slave;2;4096;107
channel;8;master-slave;2;8192;181
channel;8;master-slave;2;16384;328
channel;8;master-slave;2;32768;629
channel;8;master-slave;2;65536;1225
channel;8;master-slave;2;131072;2414
channel;8;master-slave;2;262144;4785
channel;8;master-slave;2;524288;9551
channel;8;master-slave;2;1048576;19060
channel;8;slave-master;2;1;102
channel;8;slave-master;2;2;92
channel;8;slave-master;2;4;88
channel;8;slave-master;2;8;88
channel;8;slave-master;2;16;87
channel;8;slave-master;2;32;88
channel;8;slave-master;2;64;98
channel;8;slave-master;2;128;99
channel;8;slave-master;2;256;99
channel;8;slave-master;2;512;98
channel;8;slave-master;2;1024;99
channel;8;slave-master;2;2048;99
channel;8;slave-master;2;4096;135
channel;8;slave-master;2;8192;149
channel;8;slave-master;2;16384;187
channel;8;slave-master;2;32768;304
channel;8;slave-master;2;65536;504
channel;8;slave-master;2;131072;902
channel;8;slave-master;2;262144;1701
channel;8;slave-master;2;524288;3299
channel;8;slave-master;2;1048576;6504
UsandoChannel!
channel;9;master-slave;2;1;36
channel;9;master-slave;2;2;35
channel;9;master-slave;2;4;34
channel;9;master-slave;2;8;34
channel;9;master-slave;2;16;33
channel;9;master-slave;2;32;34
channel;9;master-slave;2;64;33
channel;9;master-slave;2;128;34
channel;9;master-slave;2;256;42
channel;9;master-slave;2;512;42
channel;9;master-slave;2;1024;50
channel;9;master-slave;2;2048;69
channel;9;master-slave;2;4096;106
channel;9;master-slave;2;8192;180
channel;9;master-slave;2;16384;333
channel;9;master-slave;2;32768;624
channel;9;master-slave;2;65536;1220
channel;9;master-slave;2;131072;2414
channel;9;master-slave;2;262144;4790
channel;9;master-slave;2;524288;9552
channel;9;master-slave;2;1048576;19060
channel;9;slave-master;2;1;101
channel;9;slave-master;2;2;77
channel;9;slave-master;2;4;89
channel;9;slave-master;2;8;87
channel;9;slave-master;2;16;76
channel;9;slave-master;2;32;88
channel;9;slave-master;2;64;88
channel;9;slave-master;2;128;77
channel;9;slave-master;2;256;99
channel;9;slave-master;2;512;99
channel;9;slave-master;2;1024;104
channel;9;slave-master;2;2048;98
channel;9;slave-master;2;4096;135
channel;9;slave-master;2;8192;148
channel;9;slave-master;2;16384;188
channel;9;slave-master;2;32768;305
channel;9;slave-master;2;65536;504
channel;9;slave-master;2;131072;902
channel;9;slave-master;2;262144;1701
channel;9;slave-master;2;524288;3299
channel;9;slave-master;2;1048576;6504
UsandoChannel!
channel;10;master-slave;2;1;44
channel;10;master-slave;2;2;34
channel;10;master-slave;2;4;35
channel;10;master-slave;2;8;33
channel;10;master-slave;2;16;34
channel;10;master-slave;2;32;34
channel;10;master-slave;2;64;33
channel;10;master-slave;2;128;34
channel;10;master-slave;2;256;36
channel;10;master-slave;2;512;42
channel;10;master-slave;2;1024;51
channel;10;master-slave;2;2048;70
channel;10;master-slave;2;4096;112
channel;10;master-slave;2;8192;180
channel;10;master-slave;2;16384;333
channel;10;master-slave;2;32768;629
channel;10;master-slave;2;65536;1224
channel;10;master-slave;2;131072;2414
channel;10;master-slave;2;262144;4794
channel;10;master-slave;2;524288;9546
channel;10;master-slave;2;1048576;19066
channel;10;slave-master;2;1;103
channel;10;slave-master;2;2;89
channel;10;slave-master;2;4;88
channel;10;slave-master;2;8;88
channel;10;slave-master;2;16;87
channel;10;slave-master;2;32;77
channel;10;slave-master;2;64;88
channel;10;slave-master;2;128;88
channel;10;slave-master;2;256;98
channel;10;slave-master;2;512;98
channel;10;slave-master;2;1024;98
channel;10;slave-master;2;2048;100
channel;10;slave-master;2;4096;136
channel;10;slave-master;2;8192;149
channel;10;slave-master;2;16384;188
channel;10;slave-master;2;32768;304
channel;10;slave-master;2;65536;502
channel;10;slave-master;2;131072;903
channel;10;slave-master;2;262144;1701
channel;10;slave-master;2;524288;3300
channel;10;slave-master;2;1048576;6505
UsandoChannel!
channel;11;master-slave;2;1;36
channel;11;master-slave;2;2;33
channel;11;master-slave;2;4;34
channel;11;master-slave;2;8;32
channel;11;master-slave;2;16;34
channel;11;master-slave;2;32;35
channel;11;master-slave;2;64;33
channel;11;master-slave;2;128;34
channel;11;master-slave;2;256;37
channel;11;master-slave;2;512;42
channel;11;master-slave;2;1024;51
channel;11;master-slave;2;2048;75
channel;11;master-slave;2;4096;107
channel;11;master-slave;2;8192;181
channel;11;master-slave;2;16384;328
channel;11;master-slave;2;32768;623
channel;11;master-slave;2;65536;1225
channel;11;master-slave;2;131072;2409
channel;11;master-slave;2;262144;4793
channel;11;master-slave;2;524288;9550
channel;11;master-slave;2;1048576;19061
channel;11;slave-master;2;1;102
channel;11;slave-master;2;2;89
channel;11;slave-master;2;4;76
channel;11;slave-master;2;8;88
channel;11;slave-master;2;16;81
channel;11;slave-master;2;32;87
channel;11;slave-master;2;64;98
channel;11;slave-master;2;128;99
channel;11;slave-master;2;256;99
channel;11;slave-master;2;512;103
channel;11;slave-master;2;1024;99
channel;11;slave-master;2;2048;100
channel;11;slave-master;2;4096;136
channel;11;slave-master;2;8192;147
channel;11;slave-master;2;16384;188
channel;11;slave-master;2;32768;304
channel;11;slave-master;2;65536;504
channel;11;slave-master;2;131072;903
channel;11;slave-master;2;262144;1701
channel;11;slave-master;2;524288;3299
channel;11;slave-master;2;1048576;6505
UsandoChannel!
channel;12;master-slave;2;1;36
channel;12;master-slave;2;2;34
channel;12;master-slave;2;4;34
channel;12;master-slave;2;8;32
channel;12;master-slave;2;16;33
channel;12;master-slave;2;32;35
channel;12;master-slave;2;64;33
channel;12;master-slave;2;128;34
channel;12;master-slave;2;256;37
channel;12;master-slave;2;512;41
channel;12;master-slave;2;1024;51
channel;12;master-slave;2;2048;69
channel;12;master-slave;2;4096;106
channel;12;master-slave;2;8192;180
channel;12;master-slave;2;16384;328
channel;12;master-slave;2;32768;629
channel;12;master-slave;2;65536;1221
channel;12;master-slave;2;131072;2418
channel;12;master-slave;2;262144;4785
channel;12;master-slave;2;524288;9547
channel;12;master-slave;2;1048576;19061
channel;12;slave-master;2;1;103
channel;12;slave-master;2;2;77
channel;12;slave-master;2;4;93
channel;12;slave-master;2;8;87
channel;12;slave-master;2;16;76
channel;12;slave-master;2;32;88
channel;12;slave-master;2;64;88
channel;12;slave-master;2;128;99
channel;12;slave-master;2;256;99
channel;12;slave-master;2;512;99
channel;12;slave-master;2;1024;98
channel;12;slave-master;2;2048;100
channel;12;slave-master;2;4096;125
channel;12;slave-master;2;8192;148
channel;12;slave-master;2;16384;189
channel;12;slave-master;2;32768;303
channel;12;slave-master;2;65536;508
channel;12;slave-master;2;131072;903
channel;12;slave-master;2;262144;1701
channel;12;slave-master;2;524288;3304
channel;12;slave-master;2;1048576;6504
UsandoChannel!
channel;13;master-slave;2;1;36
channel;13;master-slave;2;2;34
channel;13;master-slave;2;4;34
channel;13;master-slave;2;8;33
channel;13;master-slave;2;16;33
channel;13;master-slave;2;32;34
channel;13;master-slave;2;64;33
channel;13;master-slave;2;128;35
channel;13;master-slave;2;256;37
channel;13;master-slave;2;512;41
channel;13;master-slave;2;1024;51
channel;13;master-slave;2;2048;69
channel;13;master-slave;2;4096;111
channel;13;master-slave;2;8192;180
channel;13;master-slave;2;16384;333
channel;13;master-slave;2;32768;629
channel;13;master-slave;2;65536;1220
channel;13;master-slave;2;131072;2414
channel;13;master-slave;2;262144;4794
channel;13;master-slave;2;524288;9546
channel;13;master-slave;2;1048576;19060
channel;13;slave-master;2;1;101
channel;13;slave-master;2;2;89
channel;13;slave-master;2;4;88
channel;13;slave-master;2;8;88
channel;13;slave-master;2;16;88
channel;13;slave-master;2;32;87
channel;13;slave-master;2;64;99
channel;13;slave-master;2;128;98
channel;13;slave-master;2;256;99
channel;13;slave-master;2;512;99
channel;13;slave-master;2;1024;99
channel;13;slave-master;2;2048;100
channel;13;slave-master;2;4096;136
channel;13;slave-master;2;8192;147
channel;13;slave-master;2;16384;188
channel;13;slave-master;2;32768;304
channel;13;slave-master;2;65536;504
channel;13;slave-master;2;131072;903
channel;13;slave-master;2;262144;1701
channel;13;slave-master;2;524288;3299
channel;13;slave-master;2;1048576;6504
UsandoChannel!
channel;14;master-slave;2;1;36
channel;14;master-slave;2;2;35
channel;14;master-slave;2;4;34
channel;14;master-slave;2;8;32
channel;14;master-slave;2;16;33
channel;14;master-slave;2;32;34
channel;14;master-slave;2;64;33
channel;14;master-slave;2;128;34
channel;14;master-slave;2;256;37
channel;14;master-slave;2;512;41
channel;14;master-slave;2;1024;51
channel;14;master-slave;2;2048;69
channel;14;master-slave;2;4096;106
channel;14;master-slave;2;8192;180
channel;14;master-slave;2;16384;328
channel;14;master-slave;2;32768;624
channel;14;master-slave;2;65536;1221
channel;14;master-slave;2;131072;2409
channel;14;master-slave;2;262144;4794
channel;14;master-slave;2;524288;9551
channel;14;master-slave;2;1048576;19060
channel;14;slave-master;2;1;103
channel;14;slave-master;2;2;76
channel;14;slave-master;2;4;87
channel;14;slave-master;2;8;89
channel;14;slave-master;2;16;88
channel;14;slave-master;2;32;87
channel;14;slave-master;2;64;98
channel;14;slave-master;2;128;82
channel;14;slave-master;2;256;104
channel;14;slave-master;2;512;98
channel;14;slave-master;2;1024;100
channel;14;slave-master;2;2048;99
channel;14;slave-master;2;4096;137
channel;14;slave-master;2;8192;147
channel;14;slave-master;2;16384;188
channel;14;slave-master;2;32768;304
channel;14;slave-master;2;65536;508
channel;14;slave-master;2;131072;902
channel;14;slave-master;2;262144;1701
channel;14;slave-master;2;524288;3300
channel;14;slave-master;2;1048576;6504
UsandoChannel!
channel;15;master-slave;2;1;36
channel;15;master-slave;2;2;35
channel;15;master-slave;2;4;34
channel;15;master-slave;2;8;33
channel;15;master-slave;2;16;34
channel;15;master-slave;2;32;39
channel;15;master-slave;2;64;33
channel;15;master-slave;2;128;34
channel;15;master-slave;2;256;37
channel;15;master-slave;2;512;42
channel;15;master-slave;2;1024;51
channel;15;master-slave;2;2048;69
channel;15;master-slave;2;4096;107
channel;15;master-slave;2;8192;180
channel;15;master-slave;2;16384;328
channel;15;master-slave;2;32768;629
channel;15;master-slave;2;65536;1221
channel;15;master-slave;2;131072;2418
channel;15;master-slave;2;262144;4785
channel;15;master-slave;2;524288;9551
channel;15;master-slave;2;1048576;19059
channel;15;slave-master;2;1;103
channel;15;slave-master;2;2;88
channel;15;slave-master;2;4;88
channel;15;slave-master;2;8;88
channel;15;slave-master;2;16;97
channel;15;slave-master;2;32;77
channel;15;slave-master;2;64;99
channel;15;slave-master;2;128;100
channel;15;slave-master;2;256;98
channel;15;slave-master;2;512;100
channel;15;slave-master;2;1024;99
channel;15;slave-master;2;2048;99
channel;15;slave-master;2;4096;135
channel;15;slave-master;2;8192;147
channel;15;slave-master;2;16384;188
channel;15;slave-master;2;32768;304
channel;15;slave-master;2;65536;503
channel;15;slave-master;2;131072;906
channel;15;slave-master;2;262144;1702
channel;15;slave-master;2;524288;3299
channel;15;slave-master;2;1048576;6503
UsandoChannel!
channel;16;master-slave;2;1;37
channel;16;master-slave;2;2;36
channel;16;master-slave;2;4;39
